Title,Stock_Status,Price,Dealer,Rating,Num_review
2022 Mercedes-Benz A-Class 4MATIC,Mercedes-Benz Certified,"$33,542",CarMax Lexington,4.4,(419 reviews)
2022 Toyota C-HR XLE,Used,"$20,977",CarMax Salisbury,4.8,"(1,022 reviews)"
2025 Chevrolet Equinox 1LT,New,"$31,120",CarMax Indianapolis,5,(11 reviews)
2019 GMC Canyon Denali,Used,"$29,000",CarMax Oak Lawn,4.6,"(1,189 reviews)"
2024 Jeep Compass Latitude Lux,New,"$25,450",Jennings Chevy / VW,4.6,(146 reviews)
2024 Jeep Compass Latitude,New,"$25,528",Motorcars Express,5,(155 reviews)
2024 Volkswagen Tiguan 2.0T SE 4MOTION,New,"$35,883",Hertz Car Sales Des Plaines,4.6,"(1,913 reviews)"
2022 Ford Escape SE,Ford Certified,"$22,998",Golf Mill Ford,4.6,"(1,913 reviews)"
2025 Chevrolet Equinox AWD ACTIV,New,"$39,665",AutoNation Honda O'Hare,4.6,"(1,913 reviews)"
2023 Ford Mustang Mach-E Premium,Ford Certified,"$33,908",Wilkins Mazda,4.7,(15 reviews)
2024 Volkswagen Tiguan 2.0T SE 4MOTION,New,"$32,851",Wilkins Mazda,0,(2 reviews)
2025 Chevrolet Equinox 1LT,New,"$29,875",Wilkins Mazda,4.3,(894 reviews)
2025 Chevrolet Equinox 1LT,New,"$29,875",Larry Roesch Dodge Chrysler Jeep RAM,4.6,"(1,324 reviews)"
2025 Chevrolet Equinox AWD ACTIV,New,"$38,462",Napleton Lincoln of Glenview,4.7,"(1,504 reviews)"
2022 Ford F-150 XLT,Used,"$38,977",Al Piemonte Buick GMC,4.3,(894 reviews)
2021 Ford Escape SE,Used,"$21,477",My Choice Motors of Elmhurst,4.2,"(2,878 reviews)"
2023 Nissan Titan PRO-4X,Nissan Certified,"$45,000",Fields BMW of Northfield,4,(83 reviews)
2025 Chevrolet Equinox 1LT,New,"$30,154",Chicago Auto Place,4.5,"(1,447 reviews)"
2016 Audi A3 1.8T Premium,Used,"$9,500",Fields BMW of Northfield,5,"(6,717 reviews)"
2018 Land Rover Range Rover Velar D180 SE R-Dynamic,Used,"$27,980",Your Choice Auto Sales of Posen,4.7,"(1,504 reviews)"
2023 Toyota Tacoma TRD Off Road,Used,"$39,985",Jidd Motors Mitsubishi,4.3,(894 reviews)
2020 Ford Utility Police Interceptor Base,Used,"$26,995",Chicago Auto Place,4.5,"(3,906 reviews)"
2021 Hyundai Venue SE,Used,"$18,998",Napleton Aston Martin Maserati,4.6,"(2,367 reviews)"
2013 Chrysler Town & Country Touring L,Used,"$15,998",Xchange Motors,4.8,"(1,262 reviews)"
2016 Mazda CX-3 Grand Touring,Used,"$13,998",Tasca Ford Midlothian,0,(4 reviews)
2016 Honda CR-Z EX-L,Used,"$16,998",Ultimo Motors East,4.3,(49 reviews)
2022 Jeep Wrangler Unlimited Sport,Used,"$33,998",Mr. C's Auto Mart,4.6,(667 reviews)
2013 Dodge Durango Citadel,Used,"$17,998",Napleton River Oaks Hyundai Kia,4.3,(49 reviews)
2023 Audi Q3 S-Line Premium,Used,"$31,998",Napleton River Oaks Hyundai Kia,4.5,(16 reviews)
2019 Chevrolet Silverado 1500 LT,Used,"$28,998",Napleton River Oaks Hyundai Kia,4.4,"(1,356 reviews)"
2020 Audi S6 Premium Plus,Used,"$47,998",Star Auto Works,4.9,"(5,840 reviews)"
2021 Chevrolet Silverado 1500 LT,Used,"$29,998",Volkswagen of Palatine,4.9,"(1,689 reviews)"
2025 Chevrolet Equinox LT,New,"$30,580",Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.4,"(1,356 reviews)"
2020 Ford Escape SE,Used,"$19,991",Napleton's River Oaks Chrysler Jeep Dodge RAM,4.6,(727 reviews)
2023 Jeep Grand Cherokee Altitude,Used,"$33,501",Apple Chevrolet,5,(6 reviews)
2023 Ford F-150 Platinum,Ford Certified,"$59,989",Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.4,"(5,114 reviews)"
2025 Honda HR-V AWD Sport,New,"$29,385",Joe Rizza Ford Lincoln,4.6,(727 reviews)
2024 Mazda CX-30 2.5 S Preferred Package,New,"$29,930",Auto's of Chicago,4.7,"(1,245 reviews)"
2024 Mazda CX-30 2.5 S,New,"$26,248",Bill Kay Buick GMC,4.9,"(2,263 reviews)"
2024 Mazda CX-30 Select,New,"$27,549",Phillips Chevrolet of Lansing,4.7,"(1,245 reviews)"
2023 Audi A3 Premium,Used,"$30,995",Apple Chevrolet,0,(13 reviews)
2020 Lincoln MKZ Reserve,Lincoln Certified,"$27,469",Zeigler Chrysler Dodge Jeep Ram of Downers Grove,5,"(12,297 reviews)"
2024 GMC Sierra 1500 Pro,New,"$44,273",Rizza Cadillac Buick GMC,4.8,"(3,407 reviews)"
2012 Jeep Wrangler Unlimited Sport,Used,"$13,799",Bill Kay Chevrolet,5,"(12,297 reviews)"
2024 BMW M240 i xDrive,New,"$58,105",Volvo Cars Lisle,5,"(12,297 reviews)"
2021 Volvo XC90 T6 Inscription,Used,"$42,888",Ace Motorworks,0,(3 reviews)
2024 BMW M240 i xDrive,New,"$60,535",Affinity Auto Sales,4.2,(464 reviews)
2013 Porsche Cayenne Diesel,Used,"$19,499",Castle Volkswagen of Schaumburg,4.3,(686 reviews)
2022 BMW X3 xDrive30i,Used,"$30,595",Affinity Auto Sales,4.7,"(1,028 reviews)"
2019 Chevrolet Impala 1LT,Used,"$19,888",Gravity Autos Chicago,4.7,"(1,028 reviews)"
2023 Maserati Levante Modena,Maserati Certified,"$69,800",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.7,"(2,521 reviews)"
2016 BMW X1 xDrive 28i,Used,"$12,985",Arlington Heights Buick GMC,4.3,(686 reviews)
2021 Nissan Maxima 3.5 SV,Used,"$19,577",City Volkswagen of Highland,4.9,"(3,506 reviews)"
2021 Mercedes-Benz AMG GT C,Used,"$71,800",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.3,(686 reviews)
2016 Buick Encore Premium,Used,"$8,998",Chicago Motor Cars,2.7,(216 reviews)
2024 Kia Sorento LX,New,"$30,999",Carvibe LLC,4,(654 reviews)
2024 Kia Sorento SX,New,"$39,991",Sutton Ford,4,(360 reviews)
2022 Buick Encore Preferred,Used,"$18,477",Chicago Motor Cars,0,(7 reviews)
2019 Land Rover Discovery HSE,Used,"$23,985",Mercedes-Benz of Hoffman Estates,4.8,"(1,358 reviews)"
2019 Subaru Legacy Limited,Used,"$19,287",Gerald Honda of Matteson,3.8,"(1,000 reviews)"
2024 Jeep Compass Sport,New,"$26,492",Mercedes-Benz of Hoffman Estates,4.8,"(1,358 reviews)"
2021 Cadillac XT5 Premium Luxury,Used,"$28,000",Napleton Nissan,3.8,"(1,000 reviews)"
2022 Chevrolet Blazer Premier,Chevrolet Certified,"$34,316",Phillips Chevrolet,4.6,"(1,035 reviews)"
2024 Jeep Compass Limited,New,"$36,009",Currie Motors Ford of Frankfort,4.2,(320 reviews)
2024 Chevrolet Equinox 1LT,Used,"$29,390",Phillips Chevrolet,5,"(4,458 reviews)"
2016 Mercedes-Benz AMG C S,Used,"$39,600",Phillips Chevrolet,2.5,(468 reviews)
2024 GMC Sierra 2500 SLT,Used,"$69,995",E&A Truck Sales,4.6,(726 reviews)
2025 Chevrolet Equinox LT,New,"$35,243",Advantage Acura of Naperville,4.3,(191 reviews)
2025 Chevrolet Equinox LT,New,"$31,720",Bill Jacobs VW,4.6,"(1,558 reviews)"
2024 Jeep Compass Latitude Lux,New,"$31,486",Mercedes-Benz of Naperville,4.5,"(1,546 reviews)"
2024 Chevrolet Tahoe 4WD High Country,New,"$70,705",Mercedes-Benz of Naperville,5,(10 reviews)
2025 Volvo XC90 B6 Plus 7-Seater,Used,"$79,900",Chevrolet of Naperville,4.7,"(2,180 reviews)"
2009 Audi TT 3.2 quattro,New,"$64,465",Bill Jacobs VW,4.7,"(3,520 reviews)"
2018 Toyota Tundra 1794,Used,"$13,999",Gerald Nissan of Naperville,0,(0 reviews)
2021 BMW X3 xDrive30i,Used,"$38,995",Bill Jacobs VW,0,(7 reviews)
2019 Audi Q8 3.0T Premium,Used,"$28,990",Land Rover Jaguar Naperville,0,(0 reviews)
2022 Tesla Model 3 Long Range,Used,"$39,995",Perillo BMW,0,(3 reviews)
2023 Chevrolet Trailblazer RS,Used,"$31,189",Honda of Downtown Chicago,0,(6 reviews)
2024 Buick Envision Avenir AWD,Used,"$27,895",CarMax Brandywine,0,(8 reviews)
2024 Volkswagen Atlas 2.0T SE,New,"$45,810",Mercedes-Benz of Chicago,0,(11 reviews)
2024 Jeep Compass Limited,New,"$37,759",Napleton Downtown Chevrolet Buick GMC,0,(29 reviews)
2016 BMW M4 GTS,New,"$32,460",Mercedes-Benz of Chicago,4.9,(285 reviews)
2017 Ford Escape Titanium,Used,"$82,800",Napleton Downtown Chevrolet Buick GMC,0,(4 reviews)
2024 Ford Ranger XL,Used,"$9,995",Midway Dodge,0,(11 reviews)
2018 Porsche 911 GT2 RS,New,"$37,910",Chrysler Dodge Jeep Ram of Chicago,4.6,"(2,509 reviews)"
2024 Mercedes-Benz C-Class C 300,Used,"$399,800",City Volkswagen of Chicago,4.6,"(3,601 reviews)"
2020 Cadillac XT4 Sport,Used,"$48,999",Chicago Northside Toyota,4.6,"(4,982 reviews)"
2024 Mercedes-Benz CLA 250 Base 4MATIC,Used,"$24,950",McGrath City Mazda,4.6,"(2,509 reviews)"
2021 Nissan Maxima 3.5 SV,Mercedes-Benz Certified,"$44,999",Toyota On Western,4.9,"(1,347 reviews)"
2025 Chevrolet Equinox LT,Used,"$21,990",Currie Motors Chevrolet,4.8,(752 reviews)
2024 Ford Transit-250 Base,New,"$31,064",Zeigler Buick GMC of Lincolnwood,4.7,"(1,562 reviews)"
2025 Chevrolet Equinox LT,New,"$49,980",G Motors,4.8,(468 reviews)
2025 Chevrolet Equinox LT,New,"$30,250",Webb Chevy,4.7,(971 reviews)
2013 Chevrolet Cruze 1LT,New,"$29,704",Oak Lawn Toyota,4.5,(776 reviews)
2021 Cadillac XT5 Premium Luxury,Used,"$8,195",CarMax Greenwood,4.3,"(1,194 reviews)"
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,Used,"$28,976",CarMax Charleston,4.3,"(1,162 reviews)"
2024 Mercedes-Benz EQE 350 4MATIC,Volkswagen Certified,"$33,377",CarMax El Paso,4.8,(543 reviews)
2024 Mercedes-Benz EQE 350 4MATIC,New,"$89,745",CarMax Columbus,4.8,(543 reviews)
2025 Chevrolet Equinox FWD RS,New,"$89,115",CarMax Charlottesville,4.8,(543 reviews)
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$34,920",CarMax Clearwater,4.5,(363 reviews)
2022 Nissan Sentra SV,New,"$35,469",CarMax Merrillville,4.7,"(1,983 reviews)"
2020 Toyota C-HR,Nissan Certified,"$18,325",CarMax Orlando,4.7,"(1,728 reviews)"
2024 Land Rover Discovery Sport Dynamic SE,Used,"$21,377",Ettleson Cadillac,4.8,"(3,855 reviews)"
2016 Mercedes-Benz GLC-Class GLC 300 4MATIC,New,"$60,378",CarMax Gainesville,5,(9 reviews)
2024 BMW X5 xDrive40i,Used,"$18,999",CarMax Oak Lawn,4.7,"(3,022 reviews)"
2021 BMW X3 xDrive30i,Used,"$64,888",Countryside Nissan,4.6,"(1,189 reviews)"
2018 BMW X6 XDrive35i,Used,"$27,500",Old Orchard Nissan,0,(78 reviews)
2024 Mercedes-Benz EQE 350 4MATIC,Used,"$31,998",Advantage Chevrolet,4.6,(146 reviews)
2025 Chevrolet Equinox AWD RS,New,"$79,750",Countryside Nissan,4.7,(127 reviews)
2024 Mercedes-Benz EQE 350 4MATIC,New,"$39,415",The Autobarn Volkswagen of Countryside,4,(5 reviews)
2025 Chevrolet Equinox 1LT,New,"$90,275",Audi Morton Grove,0,(4 reviews)
2021 RAM 1500 Laramie,New,"$34,770",Jennings Chevy / VW,4.4,(651 reviews)
2024 Jeep Compass Latitude Lux,Used,"$39,749",Glenview Luxury Imports,0,(285 reviews)
2024 Volkswagen Tiguan 2.0T S 4MOTION,New,"$25,268",Jaguar Land Rover Hinsdale,4.7,"(1,504 reviews)"
2023 Toyota Sequoia Limited,New,"$29,116",Golf Mill Chevrolet,4.9,"(4,733 reviews)"
2024 Mazda CX-30 Premium Package,Used,"$72,790",Al Piemonte Buick GMC,4.9,"(4,733 reviews)"
2020 RAM 1500 Big Horn/Lone Star,New,"$33,202",Castle Chevrolet of Villa Park,4.3,(894 reviews)
2024 Chevrolet Equinox FWD RS,Used,"$27,888",Fields Volvo Cars of Northfield,4.5,(392 reviews)
2022 Buick Envision AWD Essence,New,"$34,135",Fields Volvo Cars of Northfield,4.5,"(3,906 reviews)"
2015 BMW X5 xDrive50i,Used,"$29,260",Fields Volvo Cars of Northfield,4.5,"(3,906 reviews)"
2025 Chevrolet Equinox 1LT,Used,"$19,990",Highline Auto Sales,5,"(6,717 reviews)"
2020 Ford Escape Titanium,New,"$29,704",Laurel BMW of Westmont,4.7,"(1,504 reviews)"
2019 Ford Ranger Lariat,Used,"$18,695",Audi Westmont,4.8,"(1,290 reviews)"
2019 Nissan Titan XD SV,Used,"$27,998",Jidd Motors Mitsubishi,4.9,"(4,733 reviews)"
2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription Expression,Used,"$35,998",carneed,4.6,"(2,218 reviews)"
2021 Chevrolet Trax LT,Used,"$37,998",Autohaus on Edens,5,"(6,717 reviews)"
2021 Subaru Crosstrek Premium,Used,"$17,998",Tasca Ford Midlothian,4.9,"(4,733 reviews)"
2022 Chevrolet Silverado 1500 Limited Custom,Used,"$25,998",Fields Chrysler Jeep Dodge RAM,4.2,(333 reviews)
2020 Hyundai Palisade Limited,Used,"$32,998",Ultimo Motors East,4.9,"(4,733 reviews)"
2022 Lexus UX 200 F-Sport,Used,"$35,998",Net Motorcars,4.3,(79 reviews)
2024 Cadillac LYRIQ Sport,Used,"$28,998",Hinsdale Motorcars,0,(88 reviews)
2016 Mercedes-Benz GLA-Class,New,"$72,790",Genesis of Downers Grove,4.5,"(1,504 reviews)"
2021 Honda HR-V LX,Used,"$18,998",Packey Webb Ford,4.5,"(1,504 reviews)"
2024 Nissan Murano Platinum Intelligent AWD,Used,"$22,998","Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",4.5,(16 reviews)
2023 Kia Telluride SX X-Pro,New,"$50,199",Apple Chevrolet,4.3,(49 reviews)
2025 Chevrolet Equinox 1LT,Used,"$40,972",Bettenhausen Chrysler Dodge Jeep RAM,4.4,"(1,840 reviews)"
2022 Ford Bronco Badlands,New,"$35,445",Bettenhausen Chrysler Dodge Jeep RAM,4.3,(49 reviews)
2021 Jeep Grand Cherokee Limited,Used,"$44,199",Zeigler Chrysler Dodge Jeep Ram of Downers Grove,0,(24 reviews)
2024 Audi A6 55 Prestige,Used,"$29,991",Mercedes-Benz of Orland Park,0,(10 reviews)
2025 Chevrolet Equinox ACTIV,New,"$79,410",Rizza Cadillac Buick GMC,4,(441 reviews)
2024 Maserati MC20 Cielo,New,"$39,415",Rizza Cadillac Buick GMC,4.9,"(5,840 reviews)"
2024 Land Rover Discovery Sport Core S,New,Not Priced,Phillips Chevrolet of Lansing,4.8,"(5,319 reviews)"
2024 Chevrolet Equinox LS,New,"$56,573",Apple Chevrolet,4.8,"(1,782 reviews)"
2024 Buick Envision Sport Touring AWD,New,"$25,553",Muller Honda,4.4,"(2,094 reviews)"
2022 Jeep Grand Cherokee Laredo,New,"$39,406",Bettenhausen Chrysler Dodge Jeep RAM,4.5,"(2,302 reviews)"
2025 Volvo XC60 B5 PLUS,Used,"$26,494",Joe Rizza Acura,4.4,(393 reviews)
2025 Volvo XC60 B5 Core,New,"$55,335",Phillips Chevrolet of Lansing,0,(2 reviews)
2025 Volvo XC60 T8 CORE,New,"$51,535",Bettenhausen Chrysler Dodge Jeep RAM,0,(1 review)
2020 Mitsubishi Eclipse Cross ES,New,"$63,070",Joe Rizza Ford,4,(50 reviews)
2024 BMW i4 Gran Coupe M50,Used,"$13,995",Bettenhausen Chrysler Dodge Jeep RAM,5,"(12,297 reviews)"
2020 Audi A8 L 60,Used,"$77,195",Auto Showcase of Carol Stream,5,"(12,297 reviews)"
2019 Maserati Ghibli S Q4 GranLusso,Used,"$41,950",Muller Subaru Volkswagen,5,"(12,297 reviews)"
2020 Audi Q7 55 Prestige,Used,"$32,795",BMW of Orland Park,5,"(12,297 reviews)"
2024 Mercedes-Benz GLE 580 AWD 4MATIC,Used,"$38,995",BMW of Orland Park,4.8,(668 reviews)
2024 Ford Transit-250 Base,Mercedes-Benz Certified,"$96,135",Gravity Autos Chicago,4.8,(668 reviews)
2024 Jeep Grand Cherokee 4xe Base,New,"$52,345",Affinity Auto Sales,4.8,(668 reviews)
2021 BMW X5 M Base,New,"$54,300",Zeigler Chevrolet,4.8,(668 reviews)
2020 Jeep Gladiator Overland,Used,"$69,980",Affinity Auto Sales,4.7,"(2,521 reviews)"
2020 Chevrolet Trax LS,Used,"$36,450",CRS Auto Group,4.4,"(2,065 reviews)"
2023 Genesis GV60 Performance,Used,"$7,850",Highland Park Truck & Auto Center,2.7,(216 reviews)
2024 Ford Transit-250 Base,Used,"$63,995",Webb Ford,4.8,(668 reviews)
2017 Cadillac Escalade ESV Premium Luxury,New,"$49,855",Arlington Heights Buick GMC,4.3,(526 reviews)
2025 Chevrolet Equinox LT,Used,"$42,887",Advantage Chevrolet of Bolingbrook,4.2,(464 reviews)
2024 Jeep Grand Cherokee L Limited,New,"$31,120",Schaumburg Toyota,3.8,"(1,000 reviews)"
2024 Jeep Grand Cherokee L Limited,New,"$52,152",Arnie Bauer Cadillac,4.8,"(1,358 reviews)"
2022 RAM 1500 Laramie,New,"$50,988",Arnie Bauer Buick GMC of Matteson,4.5,(951 reviews)
2023 Mercedes-Benz AMG CLA 35 4MATIC,Used,"$41,335",Napleton's Schaumburg Subaru,0,(0 reviews)
2024 Cadillac LYRIQ Luxury w/1SD,Used,"$46,791",All In Auto,0,(768 reviews)
2017 Cadillac XT5 Luxury,New,"$70,205",Bettenhausen Chrysler Dodge Jeep RAM,4.2,(320 reviews)
2025 Chevrolet Equinox LT,Used,"$20,950",Car City Inc,4.4,(386 reviews)
2025 Chevrolet Equinox LT,New,"$31,064",Phillips Chevrolet,5,"(4,458 reviews)"
2022 Honda HR-V Sport,New,"$31,720",Phillips Chevrolet,4.7,(485 reviews)
2024 Jeep Grand Cherokee L Limited,Used,"$23,994",Phillips Chevrolet,5,"(4,458 reviews)"
2018 Chevrolet Equinox 2LT,New,"$45,831",Phillips Chevrolet,4.6,(726 reviews)
2025 Chevrolet Equinox LT,Used,"$17,590",Woody Buick GMC Naperville,5,(60 reviews)
2024 Jeep Grand Cherokee L Limited,New,"$30,655",Woody Buick GMC Naperville,4.5,"(1,546 reviews)"
2020 Lincoln Aviator RESERVE,New,"$52,688",Woody Buick GMC Naperville,4.6,(266 reviews)
2024 RAM ProMaster 1500 Low Roof,Lincoln Certified,"$39,390",Woody Buick GMC Naperville,4.4,(645 reviews)
2019 Chevrolet Camaro ZL1,New,"$44,581",Chevrolet of Naperville,4.4,(645 reviews)
2020 Ford EcoSport SE,Used,"$61,995",Knauz Auto Park,0,(2 reviews)
2021 BMW X5 xDrive40i,Used,"$14,905",Land Rover Jaguar Naperville,4.8,(744 reviews)
2025 BMW X1 xDrive28i,Used,"$37,299",Woody Buick GMC Naperville,4.8,(744 reviews)
2022 Jeep Grand Wagoneer Series III 4x4,New,"$46,415",Napleton Mazda of Naperville,4.5,(55 reviews)
2016 Kia Optima EX,Used,"$68,989",Advantage Acura of Naperville,4.7,"(2,180 reviews)"
2019 Lincoln Navigator L Reserve,Used,"$15,695",Napleton Downtown Chevrolet Buick GMC,4.7,"(2,180 reviews)"
2017 Tesla Model X 75D,Used,"$39,214",Mercedes-Benz of Chicago,4.1,(193 reviews)
2014 Maserati Ghibli S Q4,Used,"$29,995",Victory Toyota of Midtown,0,(2 reviews)
2020 Ford F-150 XLT,Used,"$22,200",CarMax Lubbock,0,(0 reviews)
2022 Ford EcoSport SE,Used,"$15,900",Windy City Motors,0,(3 reviews)
2024 Buick Envision Avenir AWD,Used,"$18,900",Chrysler Dodge Jeep Ram of Chicago,0,(16 reviews)
2022 Jeep Grand Wagoneer Series II 4x4,New,"$45,880",Kingdom Chevrolet,0,(0 reviews)
2017 Honda CR-V EX-L,Used,"$58,772",City Volkswagen of Chicago,0,(3 reviews)
2024 Buick Enclave Premium FWD,Used,"$18,000",Zeigler Ford of North Riverside,0,(1 review)
2024 GMC Sierra 1500 Denali,Used,"$44,730",City Volkswagen of Chicago,0,(18 reviews)
2021 Subaru Outback Onyx Edition XT,New,"$72,195",McGrath City Mazda,0,(29 reviews)
2022 Ford Edge SEL,Subaru Certified,"$28,661",Ray Buick,4.9,"(1,748 reviews)"
2024 Jeep Grand Cherokee L Laredo,Used,"$18,900",Zeigler Buick GMC of Lincolnwood,4.7,"(1,562 reviews)"
2007 Dodge Grand Caravan SXT,New,"$41,580",Berwyn Kia,0,(10 reviews)
2012 Honda Pilot EX-L,Used,"$4,000",Zeigler Cadillac of Lincolnwood,4.7,"(1,562 reviews)"
2025 Chevrolet Equinox LT,Used,"$14,990",Zeigler Cadillac of Lincolnwood,4.7,"(1,562 reviews)"
2025 Chevrolet Equinox LT,New,"$33,699",Wheels Chitown,4.6,(195 reviews)
2025 Chevrolet Equinox,New,"$29,704",Al Piemonte Ford,0,(1 review)
2025 Chevrolet Equinox LT,New,"$35,216",Al Piemonte Ford,4.8,"(3,726 reviews)"
2024 Buick Envision Sport Touring AWD,New,"$31,612",Luxury Motors Credit,4.8,"(2,756 reviews)"
2024 Buick Envision Sport Touring AWD,New,"$37,049",Webb Chevy,0,(157 reviews)
2024 Buick Envision Preferred AWD,New,"$40,543",Webb Chevy,4.3,"(1,194 reviews)"
2024 GMC Sierra 1500 Pro,New,"$36,348",Driven Auto Sales,4.3,(112 reviews)
2022 Mercedes-Benz AMG SL 63 Base,New,"$43,000",CarMax Bloomington,3.8,(204 reviews)
2024 Mercedes-Benz Sprinter 3500XD Cargo 170 WB,Used,"$120,975",CarMax Amarillo,4.9,"(2,197 reviews)"
2025 Land Rover Discovery Sport S,New,"$81,386",CarMax Dothan,4.1,(14 reviews)
2024 GMC Sierra 1500 Pro,New,"$53,808",CarMax Jacksonville,4.4,(419 reviews)
2024 Mazda CX-5 2.5 S Premium,New,"$43,000",CarMax Montgomery,0,(78 reviews)
2024 Acura ZDX BASE,New,"$35,320",CarMax Dothan,4.8,"(1,022 reviews)"
2025 Chevrolet Equinox 1LT,New,"$69,850",CarMax McKinney,3.9,(22 reviews)
2024 Mercedes-Benz Maybach S 680 4MATIC,New,"$30,620",CarMax Arlington/Ft. Worth,4.7,(127 reviews)
2022 Lexus GX 460 Premium,New,"$251,160",CarMax Orlando,4.4,(651 reviews)
2019 Volkswagen Jetta SEL Premium,Used,"$48,477",Jack Phelan Chrysler Dodge Jeep RAM,0,(2 reviews)
2015 Nissan NV200 S,Used,"$17,998",Jennings Chevy / VW,4.7,"(2,567 reviews)"
2024 Jeep Compass Latitude,Used,"$10,850",Platinum Motorsports,0,(2 reviews)
2025 Chevrolet Equinox 1LT,New,"$23,388",Jennings Chevy / VW,4.3,"(1,069 reviews)"
2015 Mazda CX-5 Grand Touring,New,"$31,615",Jennings Chevy / VW,5,"(6,717 reviews)"
2024 Ford Transit-350 Base,Used,"$15,040",Napleton Lincoln Blue Island,4.5,"(3,906 reviews)"
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$54,145",Baha Auto Group,5,"(6,717 reviews)"
2024 Mazda CX-30 Turbo,New,"$35,215",Golf Mill Ford,5,"(6,717 reviews)"
2024 Buick Envision,New,"$33,390",Fields Lexus Glenview,4.7,"(1,504 reviews)"
2021 Genesis G90 5.0 Ultimate,New,"$39,640",OKAZ MOTORS,4.5,"(3,906 reviews)"
2024 Kia Sorento SX,Used,"$43,679",Al Piemonte Buick GMC,4,(83 reviews)
2025 Cadillac CT5 Premium Luxury RWD,New,"$45,825",Your Choice Auto Sales of Posen,4.5,"(1,385 reviews)"
2025 Cadillac CT5 Sport RWD,New,"$50,790",Lucky Motors Megastore of Villa Park,4.7,(489 reviews)
2010 Toyota Highlander SE,New,"$52,940",INFINITI of Clarendon Hills,4.7,(489 reviews)
2024 Ford Transit-350 XL,Used,"$7,888",Auto House Oakbrook,4.9,"(3,657 reviews)"
2024 Ford Transit-250 Base,New,"$57,410",Chicago Auto Place,4.7,(489 reviews)
2017 Ford Escape SE,New,"$55,135",Fields Chrysler Jeep Dodge RAM,4.7,(489 reviews)
2025 Chevrolet Equinox 1LT,Used,"$9,995",Napleton Aston Martin Maserati,4.8,(741 reviews)
2022 Chevrolet Trailblazer ACTIV,New,"$29,704",Top Gear Motors,4.3,(79 reviews)
2019 Lincoln Nautilus Select,Used,"$22,431",Net Motorcars,4.5,(993 reviews)
2021 BMW X1 XDrive28i,Used,"$27,980",Packey Webb Ford,0,(4 reviews)
2014 Hyundai Veloster Turbo,Used,"$27,998",Volkswagen of Palatine,4.8,(741 reviews)
2020 Lincoln Aviator Reserve,Used,"$14,998",Bill Kay Downers Grove Nissan,4.5,"(1,504 reviews)"
2020 Ford Escape S,Used,"$35,998",Volkswagen of Palatine,4.5,(432 reviews)
2016 Lexus IS 200t,Used,"$17,998",Lombard Toyota,4.3,(49 reviews)
2020 Hyundai Kona Limited,Used,"$18,998",Phillips Chevrolet of Lansing,0,(0 reviews)
2013 Honda Accord Sport,Used,"$16,998",Rizza Cadillac Buick GMC,4,(441 reviews)
2017 FIAT 500L Pop,Used,"$17,998",Phillips Chevrolet of Lansing,4.4,"(3,359 reviews)"
2020 Genesis G80,Used,"$14,998",Phillips Chevrolet of Lansing,4.9,"(5,840 reviews)"
2024 Jeep Compass Latitude Lux,Used,"$28,998",Apple Chevrolet,4.4,"(1,356 reviews)"
2025 Chevrolet Equinox LT,New,"$24,275",Rizza Cadillac Buick GMC,4.4,"(1,356 reviews)"
2023 Fisker Ocean One,New,"$32,770",Auto's of Chicago,4.1,"(1,607 reviews)"
2024 Volkswagen Tiguan 2.0T SE,Used,"$26,991",INFINITI of Orland Park A Zeigler Auto Group Company,4.9,"(5,840 reviews)"
2025 Chevrolet Equinox LT,New,"$35,504",Chevrolet of Homewood,4.9,"(5,840 reviews)"
2024 Lincoln Navigator Reserve,New,"$34,770",Chevrolet of Homewood,4.4,"(1,356 reviews)"
2020 Dodge Durango GT AWD,New,"$102,275",Sunrise Chevrolet of Glendale Heights,4.1,"(1,607 reviews)"
2015 Lexus NX 200t Base,Used,"$30,995",Chevrolet of Homewood,4.4,"(1,356 reviews)"
2016 Lexus NX 200t F Sport,Used,"$18,994",Chevrolet of Homewood,3.1,(87 reviews)
2005 Hummer H2 SUV,Used,"$21,995",Dick Wickstrom Chevrolet,4.9,"(1,951 reviews)"
2024 Buick Envision Preferred AWD,Used,"$49,495",Auto Showcase of Carol Stream,4.7,"(5,466 reviews)"
2003 Kia Sorento EX,New,"$35,115",The Audi Exchange,4,(50 reviews)
2019 RAM 3500 Longhorn,Used,"$5,999",Ace Motorworks,4,(50 reviews)
2020 INFINITI QX80 Luxe,Used,"$53,890",Dick Wickstrom Chevrolet,5,"(12,297 reviews)"
2009 Honda Odyssey EX,INFINITI Certified,"$34,148",BMW of Orland Park,5,"(12,297 reviews)"
2022 Lexus RX 350 Base,Used,"$4,750",Acura Highland Park,4.8,(668 reviews)
